GeneID	GSM1244809	GSM1244810	GSM1244811	GSM1244812	GSM1244813	GSM1244814	GSM1244815	GSM1244816	GSM1244817	GSM1244818	GSM1244819	GSM1244820	GSM1244821	GSM1244822
100287102	8	5	8	5	7	5	9	6	13	6	13	7	13	15
653635	271	134	275	121	224	154	200	149	440	227	251	239	363	429
102466751	3	2	3	1	3	2	2	1	7	3	4	1	3	4
107985730	0	1	0	0	0	0	1	1	1	0	0	0	1	1
100302278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100996442	78	81	87	61	86	85	98	104	175	129	137	128	164	251
729737	105	78	155	60	124	69	91	65	225	118	169	99	179	207
102725121	7	4	7	5	7	4	8	4	14	7	12	6	12	16
102723897	315	157	334	130	259	168	228	175	529	249	301	273	401	483
102465909	3	3	4	1	3	2	3	1	7	4	4	1	3	4
107985721	1	2	2	2	1	2	1	1	4	1	3	1	3	4
112268260	76	67	85	88	104	82	118	137	222	197	183	190	233	397
729759	0	0	0	0	0	0	0	0	0	0	1	0	1	0
100132287	75	55	117	37	77	51	62	42	157	85	113	70	123	125
105378947	10	8	9	9	13	7	12	17	21	17	18	19	25	44
101928626	1	2	0	0	1	0	0	0	0	0	1	1	2	2
113219467	2226	1626	1393	2067	2043	865	774	1952	3526	2985	2641	2125	2186	4045
81399	2	1	5	2	1	1	1	4	4	4	4	4	5	7
100133331	93	83	148	47	95	57	77	53	182	104	127	86	143	173
107984841	13	22	26	14	21	15	16	14	45	21	37	17	36	42
107984847	14	32	28	13	22	20	19	12	52	31	51	19	42	48
107984849	2	6	4	1	2	2	3	2	4	4	4	1	6	5
100288069	21	47	48	26	41	30	33	30	77	52	64	40	67	81
105378580	28	56	37	21	28	24	35	29	57	27	60	36	51	70
400728	7	3	4	4	3	6	7	10	11	6	10	11	13	21
79854	15	14	18	6	13	14	11	12	32	17	25	13	22	37
643837	278	296	285	230	290	258	287	263	537	420	447	384	491	812
107984850	0	0	0	0	2	2	1	2	2	2	1	1	0	1
284593	7	6	3	5	6	7	5	6	9	5	7	7	6	15
284600	20	21	29	7	15	5	19	7	35	19	40	12	25	19
100130417	56	25	81	24	56	37	38	42	116	46	85	65	76	101
107985728	89	70	162	51	109	76	70	86	259	127	195	139	219	209
148398	159	60	155	76	131	74	103	63	185	109	95	119	139	188
26155	3270	1901	3002	1988	3122	2477	2958	1426	3578	2393	2229	2314	2964	4404
339451	221	95	277	62	152	105	134	62	372	131	163	123	220	217
84069	95	58	157	41	85	67	83	55	186	101	107	103	126	141
84808	15	7	23	10	16	11	14	9	36	20	24	13	27	34
57801	96	32	87	35	64	49	71	36	134	71	60	92	68	114
9636	1918	367	1873	399	997	864	881	552	3226	1291	902	2012	1715	2274
375790	4538	1960	5350	1953	3842	2681	3324	2710	10329	5110	5087	5605	6821	9601
100288175	59	66	75	36	54	36	55	31	85	55	82	44	75	108
112267874	245	137	234	143	239	178	207	45	167	99	82	100	134	180
105378948	154	130	188	72	126	78	106	54	233	94	152	97	151	193
401934	665	367	637	411	667	485	638	129	354	251	226	255	313	504
54991	205	67	172	53	107	79	98	42	213	84	85	95	93	161
254099	3	1	1	0	0	1	0	1	2	1	1	1	2	0
406984	0	0	0	0	1	0	0	0	0	0	0	0	0	0
406983	1	0	4	0	0	0	1	0	4	0	3	0	1	1
554210	4	3	1	2	1	2	1	0	3	2	4	1	6	4
100506376	4	0	5	1	3	1	5	2	4	4	1	4	10	11
254173	14	11	13	9	21	6	7	6	32	17	20	18	23	21
8784	15	7	20	6	15	9	12	8	34	8	12	16	20	20
7293	1	0	1	1	3	0	0	1	4	0	0	1	1	1
51150	2985	1178	2663	1459	2817	2152	2389	1521	4702	2793	2488	3084	3889	5175
126792	554	330	478	409	581	453	556	343	637	505	465	516	617	965
388581	6	1	4	2	0	4	3	2	16	1	5	3	6	2
118424	817	492	631	569	716	706	812	541	1048	900	736	855	1032	1666
101928895	13	8	25	3	9	7	11	10	40	10	16	10	21	19
6339	29	19	67	8	29	13	20	10	88	21	34	30	49	31
116983	960	550	1180	416	809	502	668	453	1638	732	1070	703	1203	1308
102465434	0	0	1	0	0	0	0	0	0	0	1	0	0	1
109623456	5	3	14	1	6	2	4	1	9	1	5	2	9	5
126789	235	66	243	77	188	155	148	75	285	162	128	207	227	283
54973	1539	849	1634	955	1482	1204	1358	1039	2841	1709	1737	1816	2285	3357
102465435	0	1	0	0	1	0	0	1	2	0	1	1	1	1
80772	253	106	245	127	251	184	218	161	538	288	230	329	372	522
83756	18	8	22	3	22	15	10	3	37	17	20	21	27	37
1855	747	226	741	234	564	351	455	217	993	446	458	542	652	880
102466740	0	0	0	0	0	0	0	0	0	0	1	1	0	0
54587	29	21	43	13	33	21	26	22	74	38	52	27	59	63
54998	1596	616	1301	754	1254	1066	1245	725	1918	1265	960	1392	1588	2258
81669	3106	2832	3795	1652	2414	2085	2485	1775	4719	2070	3630	2023	3563	4013
148413	751	421	667	507	748	577	748	584	1270	919	806	912	1187	1726
55052	1866	1271	1386	1381	1563	1583	1852	1319	1992	1686	1570	1698	2025	3481
107984868	0	2	4	3	1	2	2	1	2	0	6	3	6	5
441869	2	1	2	1	4	1	1	2	3	1	3	1	3	4
105378585	1	1	2	0	1	1	0	2	3	2	2	2	1	5
643965	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724312	0	0	1	0	1	1	1	0	2	0	0	0	3	3
107985729	3	3	3	0	3	2	0	0	3	1	4	3	6	2
64856	225	53	240	54	184	128	148	116	455	217	180	306	288	385
219293	89	34	97	27	76	40	56	23	93	45	50	45	72	85
83858	564	264	736	184	454	316	361	140	663	265	352	296	422	460
55210	666	292	719	279	628	383	515	184	672	347	340	422	496	638
339453	0	1	0	0	1	0	0	0	0	0	1	0	0	0
29101	3671	2468	2933	2751	3341	3304	3663	2967	5024	4027	3584	4238	4858	7917
643988	659	146	654	189	548	367	407	163	693	311	256	467	478	555
105378586	8	3	4	7	8	4	6	7	20	6	7	10	10	14
142678	344	180	379	168	313	218	257	214	757	316	407	388	540	691
8510	27	12	26	12	20	14	17	10	37	22	23	19	27	40
984	1609	1183	1550	1079	1657	1265	1466	1109	2609	1720	1880	1620	2146	3250
728661	1606	1368	1828	1223	1745	1520	1740	1399	3178	2215	2400	2043	2664	4078
8511	2	0	2	0	1	0	1	0	1	0	1	1	2	4
728642	1238	902	1195	807	1140	931	1101	881	2121	1297	1472	1216	1726	2400
9906	1028	916	1139	789	1038	922	1059	927	1985	1368	1557	1249	1705	2504
112268218	104	36	82	35	63	57	53	40	134	70	66	79	96	148
65220	2063	1101	2009	1170	2021	1535	1807	1228	3225	2021	2037	2241	2844	4036
2782	9454	7473	8917	8125	10091	9004	10248	8575	15213	11722	12254	12002	15697	24499
105378949	3	1	2	4	3	0	1	3	9	8	3	2	8	9
163688	44	30	48	5	16	15	22	16	60	21	33	15	34	31
339456	54	18	62	22	43	33	36	19	50	24	28	31	49	41
85452	2	0	1	1	2	0	5	2	1	2	2	2	3	6
107984872	1	0	0	0	1	0	0	0	0	0	1	0	0	0
105378589	1	2	1	1	0	0	0	0	1	0	1	0	0	1
2563	49	19	57	21	48	27	31	22	68	31	30	30	52	72
105378590	0	0	0	0	1	0	0	0	2	1	0	1	0	0
105378591	1	1	0	1	2	0	1	0	1	0	0	1	0	0
5590	1010	697	1032	807	1142	931	1097	1040	2307	1571	1618	1662	2101	3107
100506504	34	29	50	22	37	18	19	14	64	46	60	33	44	55
199990	314	182	298	182	275	233	236	204	488	332	352	361	449	676
112268219	73	35	90	32	62	56	53	47	143	74	98	80	114	125
105378593	1	1	0	0	0	1	1	1	3	1	3	1	1	5
6497	808	648	904	591	813	759	797	674	1279	906	1009	1009	1199	1756
79906	97	96	139	66	119	105	105	89	210	151	130	133	168	224
100129534	60	34	50	33	61	42	53	47	82	60	67	51	74	100
11079	3039	2142	2399	2491	2823	2646	2919	2289	3832	3205	3046	3361	3899	6656
5192	533	317	504	362	507	466	496	373	735	584	524	610	684	1126
9651	33	26	43	13	27	17	33	21	89	34	47	41	58	62
55229	454	285	439	240	397	321	391	245	665	396	400	433	526	772
388585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115110	3	5	1	1	4	3	3	0	5	5	3	8	8	9
8764	5	1	3	4	5	3	4	3	10	3	7	3	9	14
100996583	0	3	0	1	0	1	2	0	5	2	2	0	0	3
127281	1313	731	1351	836	1339	1015	1169	687	1844	1220	1111	1296	1559	2278
79258	104	56	95	60	98	77	93	61	174	107	91	103	153	222
105378597	0	0	1	0	0	0	1	1	2	1	1	0	4	0
100287898	17	25	25	13	22	20	16	22	79	25	47	23	38	39
105378603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378598	1	2	0	1	2	0	0	1	2	2	2	1	2	1
107984904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440556	6	4	8	1	5	2	5	3	4	2	2	4	6	7
63976	93	76	137	67	96	87	97	97	198	162	127	137	157	248
100422968	0	0	0	0	0	0	0	0	0	1	0	0	0	0
105378606	0	0	0	0	0	0	1	1	0	0	0	1	2	2
107984909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378605	0	0	1	0	1	0	0	0	1	0	0	0	0	0
105378604	1	1	0	0	0	1	0	0	1	0	1	0	0	0
27237	655	273	632	280	602	409	498	420	1334	728	654	824	1070	1408
1953	520	431	638	298	426	319	397	295	896	430	571	396	633	804
105378608	0	1	0	0	0	0	2	0	2	0	0	0	1	0
693135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	1	0	0	0	0	0	0	0	0	0	0	1	0
127262	1040	658	892	732	1111	946	1113	904	1707	1383	1323	1385	1786	2782
49856	548	315	496	351	462	392	477	268	613	415	447	447	601	815
7161	107	52	108	41	85	70	81	35	96	65	49	52	63	95
105378610	0	0	1	0	1	0	0	0	0	1	1	0	0	1
105378609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57212	5	5	5	1	2	4	5	2	1	2	3	4	3	8
148870	5	12	15	9	17	11	17	4	11	15	13	22	18	21
388588	8	1	6	5	8	9	4	5	18	5	4	14	6	6
57470	1279	843	1127	921	1152	1092	1171	879	1818	1243	1295	1332	1610	2526
9731	1388	1176	1385	1150	1491	1429	1565	1273	2315	1762	1830	1770	2235	3452
1677	189	172	174	142	186	146	206	153	252	188	239	217	249	419
107984910	24	15	25	16	22	14	15	15	32	18	20	16	28	34
339448	1028	767	988	760	966	1000	1146	855	1458	1094	1081	1076	1315	2126
100133612	1	1	2	1	1	2	0	0	5	3	4	3	6	5
728716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376672	1	1	2	0	1	1	0	1	1	0	1	1	3	6
105376673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284661	0	1	0	1	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	1	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55966	19	19	26	12	23	16	22	15	33	16	25	31	43	57
105376680	0	0	0	1	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0	0	0	1	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	1	0	0	0	0	0	0	0
261734	506	288	574	274	487	331	448	272	707	362	394	415	608	728
8514	533	340	561	324	547	383	474	321	967	585	596	569	844	1122
26038	156	122	234	111	142	104	133	63	224	122	144	120	160	224
105376687	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6146	12484	9580	9079	10440	11603	12036	13757	11267	15636	13409	12869	14499	16085	27888
107985733	60	42	51	50	64	60	76	71	87	82	77	94	105	176
102724450	6	2	5	0	6	4	5	7	18	12	12	11	7	12
388591	176	162	201	87	132	108	128	169	497	230	406	171	361	395
23463	4170	3551	3952	3697	4303	4607	4946	3011	5132	4035	4081	4297	4937	8505
148645	63	32	37	28	60	40	51	35	44	39	41	29	57	93
390992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387509	539	265	531	323	481	374	419	262	688	479	428	481	556	905
11332	1075	500	950	572	969	777	977	378	987	621	532	671	806	1155
54626	80	62	94	65	113	85	95	80	185	135	133	142	153	301
83715	888	397	1099	372	825	506	668	398	1618	649	818	771	1144	1234
100422975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8718	153	93	217	63	122	63	90	60	276	88	152	90	158	161
57449	303	177	458	145	289	182	220	142	583	240	328	251	389	411
79707	697	633	692	577	725	721	846	558	862	722	757	566	895	1245
80835	0	2	2	0	1	3	0	1	6	2	1	3	1	6
107984912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3104	342	244	419	192	354	234	341	236	666	374	414	413	538	703
9903	992	591	965	641	1038	757	877	602	1428	900	886	940	1243	1824
107984913	9	4	7	5	10	7	8	7	10	12	9	5	14	19
148479	1256	956	1174	1022	1247	1177	1263	911	1797	1409	1354	1302	1562	2839
90326	364	178	352	183	320	256	290	224	499	348	331	360	423	659
55735	1666	1515	1689	1425	1992	1663	1994	1198	2246	1657	1706	1572	1956	3307
100505887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110841581	9	7	7	9	9	11	8	13	12	14	5	14	19	13
23261	1245	1289	1200	1181	1257	1344	1502	882	1432	1183	1164	1182	1503	2376
105376692	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928836	2	2	1	3	1	1	0	1	0	0	1	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376689	281	303	327	205	277	249	268	206	455	230	392	266	390	485
9341	2471	2099	2175	2290	2203	2605	2822	2788	3707	3117	3188	3457	4060	6454
8863	1055	1304	1326	1070	1302	1299	1436	1273	2010	1646	1754	1568	1910	3086
10911	0	0	1	1	0	1	0	0	1	0	0	0	1	0
3604	0	2	1	0	0	2	3	1	3	0	3	1	2	4
11315	6075	4402	4330	4964	5788	5203	6067	4297	6979	6119	5408	6329	6885	12215
54206	2201	2458	2365	2272	2538	2598	2806	2855	3802	3164	3395	3449	4059	6855
107984915	0	0	0	0	0	0	0	1	0	1	1	0	1	1
102724539	0	0	0	0	0	0	1	0	1	1	1	0	1	0
105376695	0	0	0	0	0	0	0	0	0	0	0	0	0	1
50651	13	4	8	13	18	12	14	11	35	20	17	20	25	30
473	1219	1341	1670	1020	1527	1231	1405	1253	2810	1955	2214	1743	2326	3420
102724552	1	1	1	0	0	0	2	0	0	2	1	0	2	2
106632271	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2023	52792	33800	42301	39716	53027	45404	53251	41263	77999	61219	57112	58730	74589	116576
102465436	3	2	2	0	2	0	0	2	0	1	4	1	2	1
100505975	9	8	5	9	4	9	6	8	19	4	10	15	20	26
112268261	9	10	15	10	11	7	11	11	17	14	15	16	16	20
765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155184	1	0	0	0	0	0	1	0	1	1	0	0	0	0
6518	1	5	2	4	1	3	4	2	3	1	2	5	5	9
80045	606	476	643	486	658	622	683	678	1147	854	874	778	1069	1740
106614088	271	308	366	177	243	186	232	229	678	270	587	244	561	545
407040	2	1	2	0	0	0	1	1	4	1	1	1	3	0
102724571	37	29	22	37	38	30	43	52	89	73	67	75	92	115
9563	1496	1244	1662	1188	1685	1422	1713	1463	3017	2489	2196	2142	2616	4328
80176	566	360	438	425	608	471	542	444	785	640	646	626	854	1245
100506022	17	8	8	4	19	5	16	5	23	13	12	17	32	42
84275	349	314	297	360	362	390	435	241	356	263	274	320	383	600
199953	603	278	629	300	516	400	446	180	573	320	307	336	404	573
107985734	15	17	19	9	17	14	20	4	13	8	11	15	11	21
105376712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5293	141	76	130	78	140	107	102	76	191	126	127	121	169	216
644997	0	0	0	0	0	0	0	0	0	1	0	0	0	1
101929074	23	9	23	13	24	16	24	18	48	34	29	35	37	49
22883	6110	4718	6476	4882	6658	5693	6392	6336	13965	10481	9871	9324	12089	19213
56998	1089	626	892	791	1067	974	1025	841	1553	1324	1139	1268	1501	2427
105376717	31	8	33	10	31	17	20	12	53	19	15	31	40	43
84328	970	961	998	1061	1025	1142	1297	1017	1212	1051	1151	1138	1411	2228
64802	404	386	337	344	433	443	486	392	617	486	563	545	613	1108
113391335	1	0	0	0	0	0	0	0	0	0	1	0	0	0
100847055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116362	33	29	30	26	40	24	38	15	18	12	15	9	13	29
10277	2121	2083	2291	1907	2435	2237	2513	2116	3694	2920	2873	2668	3381	5391
23095	1832	2775	2800	2130	2728	2557	2754	2396	3566	3122	3571	2933	3643	6142
105376725	1	3	6	4	2	2	1	2	4	2	4	4	9	9
5226	9190	6456	7868	7538	10394	8411	9914	7343	13268	10905	10530	10867	14706	22877
100526739	275	213	219	209	226	236	274	173	256	216	176	215	239	441
378708	366	283	256	280	306	326	366	233	312	278	240	279	302	554
1325	11	5	12	4	9	9	10	6	8	5	4	3	7	15
1676	2599	2299	2528	2201	2865	2533	2964	1685	2999	2398	2301	2296	2954	4775
5195	350	189	306	180	355	266	293	241	622	338	362	419	552	702
54897	496	393	667	316	516	432	458	362	896	552	695	523	797	1014
105376733	1	0	0	0	0	0	0	0	1	0	0	0	1	0
105376735	0	0	0	0	0	0	0	0	0	0	0	0	1	0
148345	6	1	3	0	5	2	2	1	1	2	2	2	4	3
23435	6452	6137	5850	5861	6541	6314	7397	5401	7611	5945	6445	6071	7614	12240
10747	20	35	28	11	21	21	16	22	47	27	39	13	31	31
6723	1912	1012	1684	1116	1714	1243	1578	538	1454	904	876	990	1228	1792
5394	2033	1830	1978	1716	2084	2030	2276	1692	2863	2184	2308	2160	2690	4402
105376736	29	16	35	14	35	26	29	15	45	23	27	31	40	53
2475	2793	3273	3683	2685	3477	3029	3254	2573	4651	3882	4334	3484	4344	7240
100873935	22	27	32	29	36	22	30	20	39	42	43	36	33	70
10218	0	0	0	1	1	0	2	1	0	0	0	0	0	0
29914	699	552	735	636	807	707	831	428	796	682	663	614	814	1379
105376737	0	0	0	0	0	1	0	0	0	0	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0	1	0	0	0	0
105376740	0	0	1	0	1	1	0	0	0	0	1	0	1	2
57540	74	44	79	29	56	40	61	26	134	71	61	70	110	116
112268221	2	2	4	2	3	3	4	2	7	1	3	3	3	8
101929181	1	0	1	0	0	2	1	1	1	0	1	0	2	3
26232	178	93	175	138	183	157	164	182	584	348	284	371	476	642
93611	483	250	460	252	425	305	411	297	944	511	604	486	721	881
26270	317	159	269	181	267	277	268	237	494	408	295	387	467	737
10459	930	530	759	618	849	768	855	421	1001	749	556	676	892	1333
374946	3	10	9	8	12	8	9	9	14	5	6	6	9	19
57085	493	158	419	231	428	338	385	211	749	461	381	493	610	766
284498	53	26	59	30	57	44	51	53	141	95	99	100	107	172
102724659	1	0	0	0	0	1	0	0	0	0	0	1	2	0
4524	394	323	451	279	459	404	466	507	1104	866	824	789	1012	1492
1185	383	343	455	278	400	342	363	341	808	527	661	474	684	983
100379251	50	46	59	33	47	44	53	44	84	64	78	63	85	126
4878	7	3	2	1	8	3	5	4	6	2	6	1	10	4
4879	0	0	1	0	0	0	0	0	0	0	1	0	0	0
26829	0	3	1	1	1	0	4	0	0	0	1	1	1	3
90231	1043	556	960	671	985	830	980	673	1540	1087	918	1171	1403	2039
5351	1730	1021	1700	1236	1841	1517	1800	1163	2621	1876	1792	1916	2311	3615
9927	3868	3130	3981	3154	4196	3663	4107	2940	5902	4472	4539	4258	5517	8783
60672	227	89	283	124	234	160	192	106	346	193	156	203	256	351
102466982	0	0	0	0	0	1	0	0	0	0	0	0	0	0
943	0	0	1	0	1	0	0	0	0	0	0	1	1	0
102465836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7133	1	2	2	1	0	1	0	0	1	0	0	1	1	1
100616438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984917	0	0	0	0	0	0	0	0	0	0	0	0	0	1
55187	1116	1909	1818	1197	1655	1537	1584	1620	2697	2487	2559	2210	2562	4477
677885	1	1	4	0	2	2	2	2	4	2	3	1	1	1
105376744	1	1	1	1	0	1	1	1	1	1	2	1	2	4
9249	244	130	168	137	214	197	212	321	889	594	475	635	819	1255
102466722	0	0	0	0	0	0	0	0	0	1	1	0	0	0
343066	0	0	0	0	0	0	0	0	0	0	0	0	1	0
126767	0	0	0	0	0	0	1	0	0	0	0	0	0	0
93190	0	0	1	0	0	0	0	0	0	0	0	0	0	0
390999	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65121	0	0	0	1	0	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343069	253	203	178	216	282	248	283	216	344	277	227	266	313	565
65122	0	0	0	0	0	0	1	0	0	0	0	0	0	1
400735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	1	0	0	0	1	0	2	0	0	1
441871	0	0	1	0	0	0	1	0	0	0	0	0	0	1
440561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649330	2	1	3	3	2	1	2	1	2	1	1	2	6	3
441873	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649324	1	0	1	0	2	1	2	0	0	1	1	0	1	3
440563	144	125	105	131	162	146	169	122	187	165	130	159	185	322
645354	1	0	1	0	2	1	2	0	0	1	1	0	1	3
645359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101060301	3	2	1	3	2	1	1	0	3	1	2	2	3	3
343070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	1	0	0	0	0	0	0	1
645382	0	0	0	0	1	0	0	0	0	0	1	0	0	1
653619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10630	0	0	0	0	0	0	0	0	0	0	0	0	1	0
107984919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378612	0	0	0	0	1	0	0	0	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7799	1118	1367	1472	1162	1404	1470	1561	1412	2142	1800	1906	1755	2205	3497
23254	653	486	699	462	669	554	692	419	872	676	604	626	828	1262
107985467	0	1	0	0	0	0	0	0	0	0	0	0	0	0
107985468	0	0	0	0	0	0	0	0	1	0	0	0	0	0
105376762	0	0	0	2	0	1	0	0	0	0	1	1	0	0
105376759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985469	0	0	1	1	1	0	0	2	0	1	0	0	0	1
200197	108	110	119	79	104	104	102	88	197	142	124	108	155	247
55092	537	317	481	338	564	423	468	366	804	571	489	620	721	1201
727684	0	0	1	0	0	0	0	0	0	0	0	0	0	0
114827	12	12	15	16	20	9	12	14	22	24	18	13	20	32
101927417	3	3	3	3	3	1	1	1	6	3	1	2	2	5
101927441	5	6	6	3	9	3	4	7	8	4	10	4	16	24
79180	1415	790	1170	832	1240	975	1144	868	2185	1517	1310	1537	1763	2903
11330	2	2	4	1	0	4	4	0	8	2	6	0	2	3
63036	0	0	2	0	1	0	0	0	2	1	0	1	1	0
105376767	0	1	0	1	1	0	0	0	1	0	1	0	2	0
51032	0	0	0	1	0	0	1	0	2	2	4	2	1	8
842	114	105	122	106	115	119	146	168	305	260	209	250	341	555
23341	532	635	683	532	580	643	731	696	1083	899	1006	860	1030	1756
107397391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79814	211	168	202	182	229	236	238	133	171	143	143	175	190	278
84301	1521	2363	2236	1658	2163	2095	2123	2085	3082	2663	2884	2473	3146	5115
6248	200	404	392	279	365	373	381	365	499	435	490	455	529	922
23207	1499	878	1612	921	1578	1211	1364	1156	2925	1964	1781	1906	2425	3647
284723	30	23	43	21	24	26	19	17	54	25	38	25	49	46
110806303	1	4	5	3	6	4	1	0	3	2	2	3	3	3
388595	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54751	244	147	260	200	245	193	228	279	595	404	440	440	591	901
440567	879	679	691	679	765	668	845	626	1138	911	789	863	1047	1910
729614	131	82	114	95	139	107	132	121	266	179	150	154	192	336
23013	2292	3878	4129	2260	3754	3234	3374	2519	4995	4196	4531	3622	4496	7087
7709	590	296	619	321	495	415	534	358	1055	562	577	626	835	1095
149563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27129	1	1	1	1	1	0	0	0	2	0	0	0	2	4
1187	2	0	2	0	2	0	1	3	2	1	2	1	1	2
1188	0	0	1	0	1	0	0	0	0	0	0	1	0	0
348487	84	36	71	39	68	56	62	31	107	67	68	81	69	121
1969	772	501	838	434	869	609	704	595	1565	1013	953	972	1279	1952
101927479	25	24	37	21	25	22	30	24	53	38	44	36	51	59
128272	1049	489	995	539	929	688	816	446	1356	831	704	782	993	1372
101927546	39	29	43	33	59	35	33	21	90	51	47	41	68	82
79363	107	43	103	71	117	84	84	86	255	120	142	151	213	261
54455	865	747	805	807	918	875	976	752	1411	1102	1205	1096	1377	2262
26099	3306	2206	3054	2393	3423	2882	3357	2525	5387	3973	3500	3827	4645	7641
374955	1769	1145	1484	1339	1719	1570	1779	1384	2510	2029	1842	1918	2428	3978
55707	1293	898	1053	1004	1286	1210	1300	1199	2179	1688	1594	1793	2156	3394
107984921	21	32	27	20	18	18	28	17	43	24	50	22	35	54
114819	37	47	73	29	42	33	34	28	87	40	68	34	78	82
26871	2	2	1	12	1	2	2	2	4	2	4	2	3	4
107985757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100132147	0	0	1	0	0	0	0	0	0	1	0	0	1	0
107985758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55672	2398	2949	3184	2306	3184	2712	3221	1814	3220	2692	3098	2409	3183	5236
105376794	375	386	484	234	297	236	301	218	601	262	524	267	515	516
84809	210	132	191	114	158	125	147	110	305	139	201	181	247	326
11209	63	32	96	22	41	25	39	34	114	47	92	41	80	77
107985736	7	5	6	3	6	6	6	7	10	9	10	7	10	18
26869	2	1	1	13	2	2	2	2	4	3	4	3	4	5
107985759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284729	19	15	23	7	19	12	17	12	32	18	21	18	29	26
100189045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
